id,name,price,url,picture,description,categoryId
11,Лестница на монокосоуре прямая,680000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-na-monokosoure-pryamaya.htm,https://lesenkavdome.ru/img-osnovnaya/na-monoksoure-pryamaya.jpg,"Единственный косоур лестниц данного типа собирается из листа толщиной 4-6 мм. В ответственных местах он может может быть усилен внутренними рёбрами жёсткости. Для крепления деревянных ступеней используется стальная плита толщиной 6-8 мм.
Такие лестницы называют открытыми, то есть каркас из металла не имеет сплошной зашивки.
Лестница может быть установлена в домах из любых материалов, в том числе из дерева. В домах из бревна и бруса применяются специальные скользящие крепления маршей для компенсации усадки.
Возможна установка лестничных ограждений из дерева, металла (в т.ч кованых) и стекла (закалённое, триплекс) в любых сочетаниях с креплением как на марши, так и с боковым креплением.",1
12,Лестница на монокосоуре с поворотом на 90 с площадкой,720000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-na-monokosoure-s-povorotom-na-90-s-ploshchadkoj.htm,https://lesenkavdome.ru/img-osnovnaya/na-monokosoure-s-povorotom-na-90-s-ploshchadkoj.jpg,"Единственный косоур лестниц данного типа собирается из листа толщиной 4-6 мм. В ответственных местах он может может быть усилен внутренними рёбрами жёсткости. Для крепления деревянных ступеней используется стальная плита толщиной 6-8 мм.
Такие лестницы называют открытыми, то есть каркас из металла не имеет сплошной зашивки.
Лестница может быть установлена в домах из любых материалов, в том числе из дерева. В домах из бревна и бруса применяются специальные скользящие крепления маршей для компенсации усадки.
Возможна установка лестничных ограждений из дерева, металла (в т.ч кованых) и стекла (закалённое, триплекс) в любых сочетаниях с креплением как на марши, так и с боковым креплением.",1
13,Лестница на монокосоуре с поворотом на 180 с площадкой,745000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-na-monokosoure-s-povorotom-na-180-s-ploshchadkoj.htm,https://lesenkavdome.ru/img-osnovnaya/na-monokosoure-s-povorotom-na-180-s-ploshchadkoj.jpg,"Единственный косоур лестниц данного типа собирается из листа толщиной 4-6 мм. В ответственных местах он может может быть усилен внутренними рёбрами жёсткости. Для крепления деревянных ступеней используется стальная плита толщиной 6-8 мм.
Такие лестницы называют открытыми, то есть каркас из металла не имеет сплошной зашивки.
Лестница может быть установлена в домах из любых материалов, в том числе из дерева. В домах из бревна и бруса применяются специальные скользящие крепления маршей для компенсации усадки.
Возможна установка лестничных ограждений из дерева, металла (в т.ч кованых) и стекла (закалённое, триплекс) в любых сочетаниях с креплением как на марши, так и с боковым креплением.",1
14,Лестница на монокосоуре с поворотом на 90 с забежными ступенями,725000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-na-monokosoure-s-povorotom-na-90-s-zabezhnymi-stupenyami.htm,https://lesenkavdome.ru/img-osnovnaya/na-monokosoure-s-povorotom-na-90-s-zabezhnymi-stupenyami.jpg,"Единственный косоур лестниц данного типа собирается из листа толщиной 4-6 мм. В ответственных местах он может может быть усилен внутренними рёбрами жёсткости. Для крепления деревянных ступеней используется стальная плита толщиной 6-8 мм.
Такие лестницы называют открытыми, то есть каркас из металла не имеет сплошной зашивки.
Лестница может быть установлена в домах из любых материалов, в том числе из дерева. В домах из бревна и бруса применяются специальные скользящие крепления маршей для компенсации усадки.
Возможна установка лестничных ограждений из дерева, металла (в т.ч кованых) и стекла (закалённое, триплекс) в любых сочетаниях с креплением как на марши, так и с боковым креплением.",1
15,Лестница на монокосоуре с поворотом на 180 с забежными ступенями,735000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-na-monokosoure-s-povorotom-na-180-s-zabezhnymi-stupenyami.htm,https://lesenkavdome.ru/img-osnovnaya/na-monokosoure-s-povorotom-na-180-s-zabezhnymi-stupenyami.jpg,"Единственный косоур лестниц данного типа собирается из листа толщиной 4-6 мм. В ответственных местах он может может быть усилен внутренними рёбрами жёсткости. Для крепления деревянных ступеней используется стальная плита толщиной 6-8 мм.
Такие лестницы называют открытыми, то есть каркас из металла не имеет сплошной зашивки.
Лестница может быть установлена в домах из любых материалов, в том числе из дерева. В домах из бревна и бруса применяются специальные скользящие крепления маршей для компенсации усадки.
Возможна установка лестничных ограждений из дерева, металла (в т.ч кованых) и стекла (закалённое, триплекс) в любых сочетаниях с креплением как на марши, так и с боковым креплением.",1
16,Лестница на тетиве прямая,610000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-na-tetive-pryamaya.htm,https://lesenkavdome.ru/img-osnovnaya/na-tetive-pryamaya.jpg,"Каркасом для подобных лестниц являются две тетивы - силовые элементы с крепёжными пластинами для ступеней. В данном случае тетива выполняется из стального листа толщиной 10-12 мм.
Такие лестницы называют открытыми, то есть каркас из металла не имеет сплошной зашивки.
Лестница может быть установлена в домах из любых материалов, в том числе из дерева. В домах из бревна и бруса применяются специальные скользящие крепления маршей для компенсации усадки.
Возможна установка лестничных ограждений с боковым креплением из металла (в т.ч кованых) и стекла (закалённое, триплекс).",1
17,Лестница на тетиве с поворотом на 90 с площадкой,650000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-na-tetive-s-povorotom-na-90-s-ploshchadkoj.htm,https://lesenkavdome.ru/img-osnovnaya/na-tetive-s-povorotom-na-90-s-ploshchadkoj.jpg,"Каркасом для подобных лестниц являются две тетивы - силовые элементы с крепёжными пластинами для ступеней. В данном случае тетива выполняется из стального листа толщиной 10-12 мм.
Такие лестницы называют открытыми, то есть каркас из металла не имеет сплошной зашивки.
Лестница может быть установлена в домах из любых материалов, в том числе из дерева. В домах из бревна и бруса применяются специальные скользящие крепления маршей для компенсации усадки.
Возможна установка лестничных ограждений с боковым креплением из металла (в т.ч кованых) и стекла (закалённое, триплекс).",1
18,Лестница на тетиве с поворотом на 180 с площадкой,680000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-na-tetive-s-povorotom-na-180-s-ploshchadkoj.htm,https://lesenkavdome.ru/img-osnovnaya/na-tetive-s-povorotom-na-180-s-ploshchadkoj.jpg,"Каркасом для подобных лестниц являются две тетивы - силовые элементы с крепёжными пластинами для ступеней. В данном случае тетива выполняется из стального листа толщиной 10-12 мм.
Такие лестницы называют открытыми, то есть каркас из металла не имеет сплошной зашивки.
Лестница может быть установлена в домах из любых материалов, в том числе из дерева. В домах из бревна и бруса применяются специальные скользящие крепления маршей для компенсации усадки.
Возможна установка лестничных ограждений с боковым креплением из металла (в т.ч кованых) и стекла (закалённое, триплекс).",1
19,Лестница на тетиве с поворотом на 90 с забежными ступенями,660000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-na-tetive-s-povorotom-na-90-s-zabezhnymi-stupenyami.htm,https://lesenkavdome.ru/img-osnovnaya/na-tetive-s-povorotom-na-90-s-zabezhnymi-stupenyami.jpg,"Каркасом для подобных лестниц являются две тетивы - силовые элементы с крепёжными пластинами для ступеней. В данном случае тетива выполняется из стального листа толщиной 10-12 мм.
Такие лестницы называют открытыми, то есть каркас из металла не имеет сплошной зашивки.
Лестница может быть установлена в домах из любых материалов, в том числе из дерева. В домах из бревна и бруса применяются специальные скользящие крепления маршей для компенсации усадки.
Возможна установка лестничных ограждений с боковым креплением из металла (в т.ч кованых) и стекла (закалённое, триплекс).",1
20,Лестница на тетиве с поворотом на 180 с забежными ступенями,690000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-na-tetive-s-povorotom-na-180-s-zabezhnymi-stupenyami.htm,https://lesenkavdome.ru/img-osnovnaya/na-tetive-s-povorotom-na-180-s-zabezhnymi-stupenyami.jpg,"Каркасом для подобных лестниц являются две тетивы - силовые элементы с крепёжными пластинами для ступеней. В данном случае тетива выполняется из стального листа толщиной 10-12 мм.
Такие лестницы называют открытыми, то есть каркас из металла не имеет сплошной зашивки.
Лестница может быть установлена в домах из любых материалов, в том числе из дерева. В домах из бревна и бруса применяются специальные скользящие крепления маршей для компенсации усадки.
Возможна установка лестничных ограждений с боковым креплением из металла (в т.ч кованых) и стекла (закалённое, триплекс).",1
21,Лестница консольная прямая,1450000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-konsolnaya-pryamaya.htm,https://lesenkavdome.ru/img-osnovnaya/konsolnaya-pryamaya.jpg,"Такие лестницы ещё называют ""парящими"". Они не имеют видимого связанного каркаса. Ступени крепятся к основанию только одной стороной. 
Данный тип лестниц требователен к прочности материала стены и предполагает монтаж массивного закладного элемента в толщу стены - обычно стальной швеллер, размером от №24 (240 мм).
Консольные лестницы целесообразнее проектировать на этапе возведения стен или на этапе черновых отделочных работ, когда удобнее всего монтировать в стену закладной элемент из швеллера. Ступени в последствии привариваются в закладной. Они представляют собой стальной сердечник из металлопрофиля / швеллера, обшитого доской из дерева.
Возможна установка лестничных ограждений из дерева, металла (в т.ч кованых) и стекла (закалённое, триплекс) в любых сочетаниях с креплением как на марши, так и с боковым креплением.  ",1
22,Лестница консольная с поворотом на 90 с площадкой,1510000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-konsolnaya-s-povorotom-na-90-s-ploshchadkoj.htm,https://lesenkavdome.ru/img-osnovnaya/konsolnaya-s-povorotom-na-90-s-ploshchadkoj.jpg,"Такие лестницы ещё называют ""парящими"". Они не имеют видимого связанного каркаса. Ступени крепятся к основанию только одной стороной. 
Данный тип лестниц требователен к прочности материала стены и предполагает монтаж массивного закладного элемента в толщу стены - обычно стальной швеллер, размером от №24 (240 мм).
Консольные лестницы целесообразнее проектировать на этапе возведения стен или на этапе черновых отделочных работ, когда удобнее всего монтировать в стену закладной элемент из швеллера. Ступени в последствии привариваются в закладной. Они представляют собой стальной сердечник из металлопрофиля / швеллера, обшитого доской из дерева.
Возможна установка лестничных ограждений из дерева, металла (в т.ч кованых) и стекла (закалённое, триплекс) в любых сочетаниях с креплением как на марши, так и с боковым креплением.  ",1
23,Лестница консольная с поворотом на 180 с площадкой,1570000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-konsolnaya-s-povorotom-na-180-s-ploshchadkoj.htm,https://lesenkavdome.ru/img-osnovnaya/konsolnaya-s-povorotom-na-180-s-ploshchadkoj.jpg,"Такие лестницы ещё называют ""парящими"". Они не имеют видимого связанного каркаса. Ступени крепятся к основанию только одной стороной. 
Данный тип лестниц требователен к прочности материала стены и предполагает монтаж массивного закладного элемента в толщу стены - обычно стальной швеллер, размером от №24 (240 мм).
Консольные лестницы целесообразнее проектировать на этапе возведения стен или на этапе черновых отделочных работ, когда удобнее всего монтировать в стену закладной элемент из швеллера. Ступени в последствии привариваются в закладной. Они представляют собой стальной сердечник из металлопрофиля / швеллера, обшитого доской из дерева.
Возможна установка лестничных ограждений из дерева, металла (в т.ч кованых) и стекла (закалённое, триплекс) в любых сочетаниях с креплением как на марши, так и с боковым креплением.  ",1
24,Лестница консольная с поворотом на 90 с забежными ступенями,1550000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-konsolnaya-s-povorotom-na-90-s-zabezhnymi-stupenyami.htm,https://lesenkavdome.ru/img-osnovnaya/konsolnaya-s-povorotom-na-90-s-zabezhnymi-stupenyami.jpg,"Такие лестницы ещё называют ""парящими"". Они не имеют видимого связанного каркаса. Ступени крепятся к основанию только одной стороной. 
Данный тип лестниц требователен к прочности материала стены и предполагает монтаж массивного закладного элемента в толщу стены - обычно стальной швеллер, размером от №24 (240 мм).
Консольные лестницы целесообразнее проектировать на этапе возведения стен или на этапе черновых отделочных работ, когда удобнее всего монтировать в стену закладной элемент из швеллера. Ступени в последствии привариваются в закладной. Они представляют собой стальной сердечник из металлопрофиля / швеллера, обшитого доской из дерева.
Возможна установка лестничных ограждений из дерева, металла (в т.ч кованых) и стекла (закалённое, триплекс) в любых сочетаниях с креплением как на марши, так и с боковым креплением.  ",1
25,Лестница консольная с поворотом на 180 с забежными ступенями,1620000,https://lesenkavdome.ru/kartochki-lestnicy/lestnica-konsolnaya-s-povorotom-na-180-s-zabezhnymi-stupenyami.htm,https://lesenkavdome.ru/img-osnovnaya/konsolnaya-s-povorotom-na-180-s-zabezhnymi-stupenyami.jpg,"Такие лестницы ещё называют ""парящими"". Они не имеют видимого связанного каркаса. Ступени крепятся к основанию только одной стороной. 
Данный тип лестниц требователен к прочности материала стены и предполагает монтаж массивного закладного элемента в толщу стены - обычно стальной швеллер, размером от №24 (240 мм).
Консольные лестницы целесообразнее проектировать на этапе возведения стен или на этапе черновых отделочных работ, когда удобнее всего монтировать в стену закладной элемент из швеллера. Ступени в последствии привариваются в закладной. Они представляют собой стальной сердечник из металлопрофиля / швеллера, обшитого доской из дерева.
Возможна установка лестничных ограждений из дерева, металла (в т.ч кованых) и стекла (закалённое, триплекс) в любых сочетаниях с креплением как на марши, так и с боковым креплением.  ",1
